customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,is_new_unbilled,churn_flag,contract_months,tenure_band,expected_total,total_variance,variance_pct,avg_billed_per_month,annual_revenue
3413-BMNZE,Male,Yes,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.25,45.25,No,False,0,1,1-12m,45.25,0.0,0.0,45.25,543.0
6234-RAAPL,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),99.9,7251.7,No,False,0,24,49-72m,7192.8,58.9,0.008188744299855411,100.71805555555555,1198.8
6047-YHPVI,Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,316.9,Yes,False,1,1,1-12m,348.5,-31.6,-0.09067431850789097,63.379999999999995,836.4
6572-ADKRS,Female,No,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8,3548.3,No,False,0,1,25-48m,3440.8,107.5,0.031242734247849336,77.13695652173914,897.6
5380-WJKOV,Male,No,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,3549.25,Yes,False,1,1,25-48m,3615.9,-66.65,-0.018432478774302388,104.38970588235294,1276.2
8168-UQWWF,Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.85,1105.4,Yes,False,1,1,1-12m,1076.35,29.05,0.026989362196311612,100.4909090909091,1174.2
8865-TNMNX,Male,No,Yes,Yes,10,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,49.55,475.7,No,False,0,12,1-12m,495.5,-19.8,-0.039959636730575177,47.57,594.6
9489-DEDVP,Female,No,Yes,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),69.2,4872.35,No,False,0,24,49-72m,4844.0,28.35,0.005852601156069365,69.605,830.4
9867-JCZSP,Female,No,Yes,Yes,17,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.75,418.25,No,False,0,12,13-24m,352.75,65.5,0.1856839121190645,24.602941176470587,249.0
4671-VJLCL,Female,No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.85,4861.45,No,False,0,24,49-72m,5030.55,-169.1,-0.033614614704157594,77.16587301587302,958.2
4080-IIARD,Female,No,Yes,No,13,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.2,981.45,No,False,0,1,13-24m,990.6,-9.15,-0.009236826165960024,75.49615384615385,914.4
3714-NTNFO,Female,No,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.5,3906.7,No,False,0,1,49-72m,4140.5,-233.8,-0.05646661031276416,79.72857142857143,1014.0
5948-UJZLF,Male,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,97.0,No,False,0,1,1-12m,98.5,-1.5,-0.015228426395939087,48.5,591.0
7760-OYPDY,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.65,144.15,Yes,False,1,1,1-12m,161.3,-17.15,-0.10632362058276502,72.075,967.8
7639-LIAYI,Male,No,No,No,52,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),79.75,4217.8,No,False,0,24,49-72m,4147.0,70.8,0.017072582589823967,81.11153846153846,957.0
2954-PIBKO,Female,No,Yes,Yes,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.15,4254.1,No,False,0,24,49-72m,4426.35,-172.25,-0.03891468139663605,61.6536231884058,769.8
8012-SOUDQ,Female,Yes,No,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.25,3838.75,No,False,0,1,25-48m,3880.75,-42.0,-0.010822650260903175,89.27325581395348,1083.0
9420-LOJKX,Female,No,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.1,1426.4,Yes,False,1,1,13-24m,1486.5,-60.1,-0.04043054154053145,95.09333333333333,1189.2
6575-SUVOI,Female,Yes,Yes,No,25,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5,1752.65,No,False,0,1,25-48m,1737.5,15.15,0.008719424460431655,70.10600000000001,834.0
7495-OOKFY,Female,Yes,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.3,Yes,False,1,1,1-12m,645.2,-11.9,-0.018443893366398015,79.1625,967.8
4667-QONEA,Female,Yes,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,No,False,0,12,49-72m,4491.0,-34.65,-0.007715430861723447,74.27250000000001,898.2
1658-BYGOY,Male,Yes,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,1752.55,Yes,False,1,1,13-24m,1718.1,34.45,0.020051219370234564,97.36388888888888,1145.4
8769-KKTPH,Female,No,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.2,No,False,0,12,49-72m,6277.95,33.25,0.005296314879857278,100.17777777777778,1195.8
5067-XJQFU,Male,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.45,7076.35,No,False,0,12,49-72m,7157.7,-81.35,-0.01136538273467734,107.21742424242424,1301.4
3957-SQXML,Female,No,Yes,Yes,34,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.95,894.3,No,False,0,24,25-48m,848.3,46.0,0.054226099257338206,26.302941176470586,299.4
5954-BDFSG,Female,No,No,No,72,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.5,7853.7,No,False,0,24,49-72m,7740.0,113.7,0.014689922480620156,109.07916666666667,1290.0
0434-CSFON,Female,No,Yes,No,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,4707.1,No,False,0,1,25-48m,4723.5,-16.4,-0.0034720016936593623,100.15106382978725,1206.0
1215-FIGMP,Male,No,No,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.9,5450.7,No,False,0,1,49-72m,5394.0,56.7,0.010511679644048944,90.845,1078.8
0526-SXDJP,Male,No,Yes,No,72,No,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),42.1,2962.0,No,False,0,24,49-72m,3031.2,-69.2,-0.02282924254420692,41.138888888888886,505.2
0557-ASKVU,Female,No,Yes,Yes,18,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),54.4,957.1,No,False,0,12,13-24m,979.2,-22.1,-0.022569444444444444,53.172222222222224,652.8
5698-BQJOH,Female,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,94.4,857.25,Yes,False,1,1,1-12m,849.6,7.65,0.009004237288135594,95.25,1132.8
5122-CYFXA,Female,No,No,No,3,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,75.3,244.1,No,False,0,1,1-12m,225.9,18.2,0.08056662239929172,81.36666666666666,903.6
8627-ZYGSZ,Male,No,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,78.9,3650.35,No,False,0,12,25-48m,3708.3,-57.95,-0.015627106760510205,77.66702127659575,946.8
3410-YOQBQ,Female,No,No,No,31,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,79.2,2497.2,No,False,0,24,25-48m,2455.2,42.0,0.017106549364613883,80.55483870967741,950.4
3170-NMYVV,Female,No,Yes,Yes,50,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.15,930.9,No,False,0,24,49-72m,1007.5,-76.6,-0.07602977667493796,18.618,241.8
7410-OIEDU,Male,No,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,No,False,0,1,1-12m,798.5,88.85,0.11127113337507827,88.735,958.2
2273-QCKXA,Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,No,False,0,1,1-12m,49.05,0.0,0.0,49.05,588.6
0731-EBJQB,Female,No,Yes,Yes,52,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,20.4,1090.65,No,False,0,12,49-72m,1060.8,29.85,0.028139140271493217,20.974038461538463,244.8
1891-QRQSA,Male,Yes,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099.0,No,False,0,24,49-72m,7142.4,-43.4,-0.006076388888888889,110.921875,1339.2
8028-PNXHQ,Male,No,Yes,Yes,62,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.25,1424.6,No,False,0,24,49-72m,1503.5,-78.9,-0.052477552377785175,22.97741935483871,291.0
5630-AHZIL,Female,No,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,No,False,0,1,1-12m,193.5,-16.1,-0.08320413436692507,59.13333333333333,774.0
2673-CXQEU,Female,Yes,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,No,False,0,12,49-72m,6188.0,-48.5,-0.007837750484809308,109.63392857142857,1326.0
6416-JNVRK,Female,No,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,No,False,0,12,25-48m,2559.9,128.95,0.050373061447712794,58.45326086956521,667.8
5590-ZSKRV,Female,No,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,No,False,0,1,1-12m,437.2,45.05,0.10304208600182982,60.28125,655.8
0191-ZHSKZ,Male,Yes,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,No,False,0,1,25-48m,2242.5,-131.2,-0.058506131549609805,70.37666666666668,897.0
3887-PBQAO,Female,No,Yes,Yes,45,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),25.9,1216.6,No,False,0,12,25-48m,1165.5,51.1,0.04384384384384384,27.035555555555554,310.8
5919-TMRGD,Female,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,Yes,False,1,1,1-12m,79.35,0.0,0.0,79.35,952.2
8108-UXRQN,Female,No,Yes,Yes,11,No,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,No,False,0,1,1-12m,556.05,9.3,0.016725114647963314,51.39545454545455,606.6
9191-MYQKX,Female,No,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,Yes,False,1,1,1-12m,526.05,-29.15,-0.05541298355669613,70.98571428571428,901.8
9919-YLNNG,Female,No,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,No,False,0,1,25-48m,4359.6,-32.1,-0.007363060831268924,103.03571428571429,1245.6
0318-ZOPWS,Female,No,Yes,No,49,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.15,973.35,No,False,0,24,49-72m,987.35,-14.0,-0.014179369018078695,19.864285714285714,241.8
4445-ZJNMU,Male,No,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,No,False,0,1,1-12m,893.7,25.05,0.028029540114132258,102.08333333333333,1191.6
4808-YNLEU,Female,No,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,No,False,0,12,25-48m,2175.25,40.2,0.01848063440983795,63.29857142857142,745.8
1862-QRWPE,Female,No,Yes,Yes,48,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.65,1057.0,No,False,0,24,25-48m,991.2,65.8,0.06638418079096045,22.020833333333332,247.8
2796-NNUFI,Female,No,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.95,927.1,No,False,0,24,25-48m,917.7,9.4,0.010242998801351204,20.15434782608696,239.4
3016-KSVCP,Male,No,Yes,No,29,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,No,False,0,1,25-48m,978.75,30.5,0.031162196679438058,34.80172413793103,405.0
4767-HZZHQ,Male,No,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,No,False,0,1,25-48m,2461.5,108.7,0.044160065001015644,85.67333333333333,984.6
2424-WVHPL,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,No,False,0,1,1-12m,74.7,0.0,0.0,74.7,896.4
7233-PAHHL,Male,No,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,No,False,0,24,49-72m,5544.0,170.25,0.03070887445887446,86.57954545454545,1008.0
6067-NGCEU,Female,No,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,7107.0,No,False,0,1,49-72m,7218.25,-111.25,-0.015412322931458456,109.33846153846154,1332.6
9848-JQJTX,Male,No,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,No,False,0,24,49-72m,7264.8,194.25,0.026738519986785596,103.59791666666666,1210.8
8637-XJIVR,Female,No,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,Yes,False,1,1,1-12m,947.4,-20.05,-0.021163183449440577,77.27916666666667,947.4
9803-FTJCG,Male,No,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,No,False,0,12,49-72m,4746.35,2.35,0.0004951173006626144,66.8830985915493,802.2
0278-YXOOG,Male,No,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,21.05,113.85,Yes,False,1,1,1-12m,105.25,8.6,0.0817102137767221,22.77,252.6
3212-KXOCR,Male,No,No,No,52,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),21.0,1107.2,No,False,0,24,49-72m,1092.0,15.2,0.013919413919413919,21.292307692307695,252.0
4598-XLKNJ,Female,Yes,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,Yes,False,1,1,25-48m,2462.5,52.0,0.021116751269035533,100.58,1182.0
6380-ARCEH,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.2,20.2,No,False,0,1,1-12m,20.2,0.0,0.0,20.2,242.4
3679-XASPY,Female,No,Yes,Yes,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.45,19.45,No,False,0,1,1-12m,19.45,0.0,0.0,19.45,233.4
7123-WQUHX,Male,No,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),95.0,3605.6,No,False,0,12,25-48m,3610.0,-4.4,-0.001218836565096953,94.88421052631578,1140.0
5386-THSLQ,Female,Yes,Yes,No,66,No,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),45.55,3027.25,No,False,0,12,49-72m,3006.3,20.95,0.00696869906529621,45.86742424242424,546.6
3192-NQECA,Male,No,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,7611.85,Yes,False,1,24,49-72m,7480.0,131.85,0.017627005347593584,111.93897058823529,1320.0
6180-YBIQI,Male,No,No,No,5,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,100.2,No,False,0,1,1-12m,121.5,-21.3,-0.17530864197530865,20.04,291.6
6728-DKUCO,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,104.15,7303.05,No,False,0,12,49-72m,7498.8,-195.75,-0.02610417666826692,101.43125,1249.8
9750-BOOHV,Female,No,No,No,32,No,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,30.15,927.65,No,False,0,12,25-48m,964.8,-37.15,-0.03850538971807629,28.9890625,361.8
8597-CWYHH,Male,No,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,94.35,3921.3,No,False,0,12,25-48m,4057.05,-135.75,-0.03346027285835767,91.19302325581396,1132.2
2848-YXSMW,Male,No,Yes,Yes,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.4,1363.25,No,False,0,24,49-72m,1396.8,-33.55,-0.02401918671248568,18.93402777777778,232.8
0486-HECZI,Male,No,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.75,5238.9,Yes,False,1,1,49-72m,5321.25,-82.35,-0.01547568710359408,95.25272727272727,1161.0
4549-ZDQYY,Female,No,No,No,52,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),57.95,3042.25,No,False,0,12,49-72m,3013.4,28.85,0.009573903232229376,58.50480769230769,695.4
5712-AHQNN,Female,No,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,3954.1,No,False,0,1,25-48m,3940.95,13.15,0.003336758903310116,91.95581395348837,1099.8
4846-WHAFZ,Female,Yes,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.5,2868.15,Yes,False,1,1,25-48m,2830.5,37.65,0.013301536830948596,77.51756756756757,918.0
5256-SKJGO,Female,No,Yes,Yes,64,No,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,54.6,3423.5,No,False,0,24,49-72m,3494.4,-70.9,-0.020289606227106228,53.4921875,655.2
